state,district,stage,type,date,schools
Sabah,Putatan,tertiary,IPTA,2021-01-01,0
Sabah,Putatan,tertiary,IPTA,2022-01-01,0
Sabah,Ranau,primary,Sekolah Rendah Kerajaan,2017-01-01,71
Sabah,Ranau,primary,Sekolah Rendah Kerajaan,2018-01-01,71
Sabah,Ranau,primary,Sekolah Rendah Kerajaan,2019-01-01,71
Sabah,Ranau,primary,Sekolah Rendah Kerajaan,2020-01-01,71
Sabah,Ranau,primary,Sekolah Rendah Kerajaan,2021-01-01,71
Sabah,Ranau,primary,Sekolah Rendah Kerajaan,2022-01-01,71
Sabah,Ranau,secondary,Sekolah Menengah Kerajaan,2017-01-01,11
Sabah,Ranau,secondary,Sekolah Menengah Kerajaan,2018-01-01,11
Sabah,Ranau,secondary,Sekolah Menengah Kerajaan,2019-01-01,11
Sabah,Ranau,secondary,Sekolah Menengah Kerajaan,2020-01-01,11
Sabah,Ranau,secondary,Sekolah Menengah Kerajaan,2021-01-01,11
Sabah,Ranau,secondary,Sekolah Menengah Kerajaan,2022-01-01,11
Sabah,Ranau,tertiary,IPTA,2017-01-01,0
Sabah,Ranau,tertiary,IPTA,2018-01-01,0
Sabah,Ranau,tertiary,IPTA,2019-01-01,0
Sabah,Ranau,tertiary,IPTA,2020-01-01,0
Sabah,Ranau,tertiary,IPTA,2021-01-01,0
Sabah,Ranau,tertiary,IPTA,2022-01-01,0
Sabah,Sandakan,primary,Sekolah Rendah Kerajaan,2017-01-01,66
Sabah,Sandakan,primary,Sekolah Rendah Kerajaan,2018-01-01,65
Sabah,Sandakan,primary,Sekolah Rendah Kerajaan,2019-01-01,65
Sabah,Sandakan,primary,Sekolah Rendah Kerajaan,2020-01-01,65
Sabah,Sandakan,primary,Sekolah Rendah Kerajaan,2021-01-01,65
Sabah,Sandakan,primary,Sekolah Rendah Kerajaan,2022-01-01,65
Sabah,Sandakan,secondary,Sekolah Menengah Kerajaan,2017-01-01,21
Sabah,Sandakan,secondary,Sekolah Menengah Kerajaan,2018-01-01,21
Sabah,Sandakan,secondary,Sekolah Menengah Kerajaan,2019-01-01,21
Sabah,Sandakan,secondary,Sekolah Menengah Kerajaan,2020-01-01,21
Sabah,Sandakan,secondary,Sekolah Menengah Kerajaan,2021-01-01,21
Sabah,Sandakan,secondary,Sekolah Menengah Kerajaan,2022-01-01,21
Sabah,Sandakan,tertiary,IPTA,2017-01-01,0
Sabah,Sandakan,tertiary,IPTA,2018-01-01,0
Sabah,Sandakan,tertiary,IPTA,2019-01-01,0
Sabah,Sandakan,tertiary,IPTA,2020-01-01,0
Sabah,Sandakan,tertiary,IPTA,2021-01-01,0
Sabah,Sandakan,tertiary,IPTA,2022-01-01,0
Sabah,Semporna,primary,Sekolah Rendah Kerajaan,2017-01-01,41
Sabah,Semporna,primary,Sekolah Rendah Kerajaan,2018-01-01,41
Sabah,Semporna,primary,Sekolah Rendah Kerajaan,2019-01-01,41
Sabah,Semporna,primary,Sekolah Rendah Kerajaan,2020-01-01,41
Sabah,Semporna,primary,Sekolah Rendah Kerajaan,2021-01-01,41
Sabah,Semporna,primary,Sekolah Rendah Kerajaan,2022-01-01,41
Sabah,Semporna,secondary,Sekolah Menengah Kerajaan,2017-01-01,9
Sabah,Semporna,secondary,Sekolah Menengah Kerajaan,2018-01-01,9
Sabah,Semporna,secondary,Sekolah Menengah Kerajaan,2019-01-01,9
Sabah,Semporna,secondary,Sekolah Menengah Kerajaan,2020-01-01,9
Sabah,Semporna,secondary,Sekolah Menengah Kerajaan,2021-01-01,9
Sabah,Semporna,secondary,Sekolah Menengah Kerajaan,2022-01-01,9
Sabah,Semporna,tertiary,IPTA,2017-01-01,0
Sabah,Semporna,tertiary,IPTA,2018-01-01,0
Sabah,Semporna,tertiary,IPTA,2019-01-01,0
Sabah,Semporna,tertiary,IPTA,2020-01-01,0
Sabah,Semporna,tertiary,IPTA,2021-01-01,0
Sabah,Semporna,tertiary,IPTA,2022-01-01,0
Sabah,Sipitang,primary,Sekolah Rendah Kerajaan,2017-01-01,25
Sabah,Sipitang,primary,Sekolah Rendah Kerajaan,2018-01-01,25
Sabah,Sipitang,primary,Sekolah Rendah Kerajaan,2019-01-01,25
Sabah,Sipitang,primary,Sekolah Rendah Kerajaan,2020-01-01,25
Sabah,Sipitang,primary,Sekolah Rendah Kerajaan,2021-01-01,25
Sabah,Sipitang,primary,Sekolah Rendah Kerajaan,2022-01-01,25
Sabah,Sipitang,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sabah,Sipitang,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sabah,Sipitang,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sabah,Sipitang,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sabah,Sipitang,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sabah,Sipitang,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sabah,Sipitang,tertiary,IPTA,2017-01-01,0
Sabah,Sipitang,tertiary,IPTA,2018-01-01,0
Sabah,Sipitang,tertiary,IPTA,2019-01-01,0
Sabah,Sipitang,tertiary,IPTA,2020-01-01,0
Sabah,Sipitang,tertiary,IPTA,2021-01-01,0
Sabah,Sipitang,tertiary,IPTA,2022-01-01,0
Sabah,Tambunan,primary,Sekolah Rendah Kerajaan,2017-01-01,29
Sabah,Tambunan,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Sabah,Tambunan,primary,Sekolah Rendah Kerajaan,2019-01-01,29
Sabah,Tambunan,primary,Sekolah Rendah Kerajaan,2020-01-01,29
Sabah,Tambunan,primary,Sekolah Rendah Kerajaan,2021-01-01,29
Sabah,Tambunan,primary,Sekolah Rendah Kerajaan,2022-01-01,29
Sabah,Tambunan,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sabah,Tambunan,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sabah,Tambunan,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sabah,Tambunan,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sabah,Tambunan,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sabah,Tambunan,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sabah,Tambunan,tertiary,IPTA,2017-01-01,0
Sabah,Tambunan,tertiary,IPTA,2018-01-01,0
Sabah,Tambunan,tertiary,IPTA,2019-01-01,0
Sabah,Tambunan,tertiary,IPTA,2020-01-01,0
Sabah,Tambunan,tertiary,IPTA,2021-01-01,0
Sabah,Tambunan,tertiary,IPTA,2022-01-01,0
Sabah,Tawau,primary,Sekolah Rendah Kerajaan,2017-01-01,60
Sabah,Tawau,primary,Sekolah Rendah Kerajaan,2018-01-01,60
Sabah,Tawau,primary,Sekolah Rendah Kerajaan,2019-01-01,60
Sabah,Tawau,primary,Sekolah Rendah Kerajaan,2020-01-01,61
Sabah,Tawau,primary,Sekolah Rendah Kerajaan,2021-01-01,61
Sabah,Tawau,primary,Sekolah Rendah Kerajaan,2022-01-01,61
Sabah,Tawau,secondary,Sekolah Menengah Kerajaan,2017-01-01,21
Sabah,Tawau,secondary,Sekolah Menengah Kerajaan,2018-01-01,22
Sabah,Tawau,secondary,Sekolah Menengah Kerajaan,2019-01-01,22
Sabah,Tawau,secondary,Sekolah Menengah Kerajaan,2020-01-01,22
Sabah,Tawau,secondary,Sekolah Menengah Kerajaan,2021-01-01,22
Sabah,Tawau,secondary,Sekolah Menengah Kerajaan,2022-01-01,22
Sabah,Tawau,tertiary,IPTA,2017-01-01,0
Sabah,Tawau,tertiary,IPTA,2018-01-01,0
Sabah,Tawau,tertiary,IPTA,2019-01-01,0
Sabah,Tawau,tertiary,IPTA,2020-01-01,0
Sabah,Tawau,tertiary,IPTA,2021-01-01,0
Sabah,Tawau,tertiary,IPTA,2022-01-01,0
Sabah,Telupid,primary,Sekolah Rendah Kerajaan,2018-01-01,8
Sabah,Telupid,primary,Sekolah Rendah Kerajaan,2019-01-01,7
Sabah,Telupid,primary,Sekolah Rendah Kerajaan,2020-01-01,7
Sabah,Telupid,primary,Sekolah Rendah Kerajaan,2021-01-01,7
Sabah,Telupid,primary,Sekolah Rendah Kerajaan,2022-01-01,7
Sabah,Telupid,secondary,Sekolah Menengah Kerajaan,2018-01-01,2
Sabah,Telupid,secondary,Sekolah Menengah Kerajaan,2019-01-01,2
Sabah,Telupid,secondary,Sekolah Menengah Kerajaan,2020-01-01,2
Sabah,Telupid,secondary,Sekolah Menengah Kerajaan,2021-01-01,2
Sabah,Telupid,secondary,Sekolah Menengah Kerajaan,2022-01-01,2
Sabah,Telupid,tertiary,IPTA,2017-01-01,0
Sabah,Telupid,tertiary,IPTA,2018-01-01,0
Sabah,Telupid,tertiary,IPTA,2019-01-01,0
Sabah,Telupid,tertiary,IPTA,2020-01-01,0
Sabah,Telupid,tertiary,IPTA,2021-01-01,0
Sabah,Telupid,tertiary,IPTA,2022-01-01,0
Sabah,Tenom,primary,Sekolah Rendah Kerajaan,2017-01-01,46
Sabah,Tenom,primary,Sekolah Rendah Kerajaan,2018-01-01,46
Sabah,Tenom,primary,Sekolah Rendah Kerajaan,2019-01-01,46
Sabah,Tenom,primary,Sekolah Rendah Kerajaan,2020-01-01,46
Sabah,Tenom,primary,Sekolah Rendah Kerajaan,2021-01-01,46
Sabah,Tenom,primary,Sekolah Rendah Kerajaan,2022-01-01,46
Sabah,Tenom,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sabah,Tenom,secondary,Sekolah Menengah Kerajaan,2018-01-01,6
Sabah,Tenom,secondary,Sekolah Menengah Kerajaan,2019-01-01,6
Sabah,Tenom,secondary,Sekolah Menengah Kerajaan,2020-01-01,6
Sabah,Tenom,secondary,Sekolah Menengah Kerajaan,2021-01-01,6
Sabah,Tenom,secondary,Sekolah Menengah Kerajaan,2022-01-01,6
Sabah,Tenom,tertiary,IPTA,2017-01-01,0
Sabah,Tenom,tertiary,IPTA,2018-01-01,0
Sabah,Tenom,tertiary,IPTA,2019-01-01,0
Sabah,Tenom,tertiary,IPTA,2020-01-01,0
Sabah,Tenom,tertiary,IPTA,2021-01-01,0
Sabah,Tenom,tertiary,IPTA,2022-01-01,0
Sabah,Tongod,primary,Sekolah Rendah Kerajaan,2017-01-01,31
Sabah,Tongod,primary,Sekolah Rendah Kerajaan,2018-01-01,23
Sabah,Tongod,primary,Sekolah Rendah Kerajaan,2019-01-01,24
Sabah,Tongod,primary,Sekolah Rendah Kerajaan,2020-01-01,24
Sabah,Tongod,primary,Sekolah Rendah Kerajaan,2021-01-01,24
Sabah,Tongod,primary,Sekolah Rendah Kerajaan,2022-01-01,24
Sabah,Tongod,secondary,Sekolah Menengah Kerajaan,2017-01-01,5
Sabah,Tongod,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sabah,Tongod,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sabah,Tongod,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sabah,Tongod,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sabah,Tongod,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sabah,Tongod,tertiary,IPTA,2017-01-01,0
Sabah,Tongod,tertiary,IPTA,2018-01-01,0
Sabah,Tongod,tertiary,IPTA,2019-01-01,0
Sabah,Tongod,tertiary,IPTA,2020-01-01,0
Sabah,Tongod,tertiary,IPTA,2021-01-01,0
Sabah,Tongod,tertiary,IPTA,2022-01-01,0
Sabah,Tuaran,primary,Sekolah Rendah Kerajaan,2017-01-01,75
Sabah,Tuaran,primary,Sekolah Rendah Kerajaan,2018-01-01,75
Sabah,Tuaran,primary,Sekolah Rendah Kerajaan,2019-01-01,75
Sabah,Tuaran,primary,Sekolah Rendah Kerajaan,2020-01-01,75
Sabah,Tuaran,primary,Sekolah Rendah Kerajaan,2021-01-01,75
Sabah,Tuaran,primary,Sekolah Rendah Kerajaan,2022-01-01,75
Sabah,Tuaran,secondary,Sekolah Menengah Kerajaan,2017-01-01,10
Sabah,Tuaran,secondary,Sekolah Menengah Kerajaan,2018-01-01,10
Sabah,Tuaran,secondary,Sekolah Menengah Kerajaan,2019-01-01,10
Sabah,Tuaran,secondary,Sekolah Menengah Kerajaan,2020-01-01,10
Sabah,Tuaran,secondary,Sekolah Menengah Kerajaan,2021-01-01,10
Sabah,Tuaran,secondary,Sekolah Menengah Kerajaan,2022-01-01,10
Sabah,Tuaran,tertiary,IPTA,2017-01-01,0
Sabah,Tuaran,tertiary,IPTA,2018-01-01,0
Sabah,Tuaran,tertiary,IPTA,2019-01-01,0
Sabah,Tuaran,tertiary,IPTA,2020-01-01,0
Sabah,Tuaran,tertiary,IPTA,2021-01-01,0
Sabah,Tuaran,tertiary,IPTA,2022-01-01,0
Sarawak,Asajaya,primary,Sekolah Rendah Kerajaan,2018-01-01,27
Sarawak,Asajaya,primary,Sekolah Rendah Kerajaan,2019-01-01,27
Sarawak,Asajaya,primary,Sekolah Rendah Kerajaan,2020-01-01,27
Sarawak,Asajaya,primary,Sekolah Rendah Kerajaan,2021-01-01,27
Sarawak,Asajaya,primary,Sekolah Rendah Kerajaan,2022-01-01,27
Sarawak,Asajaya,secondary,Sekolah Menengah Kerajaan,2018-01-01,5
Sarawak,Asajaya,secondary,Sekolah Menengah Kerajaan,2019-01-01,5
Sarawak,Asajaya,secondary,Sekolah Menengah Kerajaan,2020-01-01,5
Sarawak,Asajaya,secondary,Sekolah Menengah Kerajaan,2021-01-01,5
Sarawak,Asajaya,secondary,Sekolah Menengah Kerajaan,2022-01-01,5
Sarawak,Asajaya,tertiary,IPTA,2017-01-01,0
Sarawak,Asajaya,tertiary,IPTA,2018-01-01,0
Sarawak,Asajaya,tertiary,IPTA,2019-01-01,0
Sarawak,Asajaya,tertiary,IPTA,2020-01-01,0
Sarawak,Asajaya,tertiary,IPTA,2021-01-01,0
Sarawak,Asajaya,tertiary,IPTA,2022-01-01,0
Sarawak,Bau,primary,Sekolah Rendah Kerajaan,2017-01-01,40
Sarawak,Bau,primary,Sekolah Rendah Kerajaan,2018-01-01,40
Sarawak,Bau,primary,Sekolah Rendah Kerajaan,2019-01-01,40
Sarawak,Bau,primary,Sekolah Rendah Kerajaan,2020-01-01,40
Sarawak,Bau,primary,Sekolah Rendah Kerajaan,2021-01-01,40
Sarawak,Bau,primary,Sekolah Rendah Kerajaan,2022-01-01,40
Sarawak,Bau,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sarawak,Bau,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Bau,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Bau,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Bau,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Bau,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Bau,tertiary,IPTA,2017-01-01,0
Sarawak,Bau,tertiary,IPTA,2018-01-01,0
Sarawak,Bau,tertiary,IPTA,2019-01-01,0
Sarawak,Bau,tertiary,IPTA,2020-01-01,0
Sarawak,Bau,tertiary,IPTA,2021-01-01,0
Sarawak,Bau,tertiary,IPTA,2022-01-01,0
Sarawak,Belaga,primary,Sekolah Rendah Kerajaan,2017-01-01,13
Sarawak,Belaga,primary,Sekolah Rendah Kerajaan,2018-01-01,12
Sarawak,Belaga,primary,Sekolah Rendah Kerajaan,2019-01-01,12
Sarawak,Belaga,primary,Sekolah Rendah Kerajaan,2020-01-01,12
Sarawak,Belaga,primary,Sekolah Rendah Kerajaan,2021-01-01,12
Sarawak,Belaga,primary,Sekolah Rendah Kerajaan,2022-01-01,12
Sarawak,Belaga,secondary,Sekolah Menengah Kerajaan,2017-01-01,2
Sarawak,Belaga,secondary,Sekolah Menengah Kerajaan,2018-01-01,2
Sarawak,Belaga,secondary,Sekolah Menengah Kerajaan,2019-01-01,2
Sarawak,Belaga,secondary,Sekolah Menengah Kerajaan,2020-01-01,2
Sarawak,Belaga,secondary,Sekolah Menengah Kerajaan,2021-01-01,2
Sarawak,Belaga,secondary,Sekolah Menengah Kerajaan,2022-01-01,2
Sarawak,Belaga,tertiary,IPTA,2017-01-01,0
Sarawak,Belaga,tertiary,IPTA,2018-01-01,0
Sarawak,Belaga,tertiary,IPTA,2019-01-01,0
Sarawak,Belaga,tertiary,IPTA,2020-01-01,0
Sarawak,Belaga,tertiary,IPTA,2021-01-01,0
Sarawak,Belaga,tertiary,IPTA,2022-01-01,0
Sarawak,Betong,primary,Sekolah Rendah Kerajaan,2017-01-01,47
Sarawak,Betong,primary,Sekolah Rendah Kerajaan,2018-01-01,46
Sarawak,Betong,primary,Sekolah Rendah Kerajaan,2019-01-01,46
Sarawak,Betong,primary,Sekolah Rendah Kerajaan,2020-01-01,46
Sarawak,Betong,primary,Sekolah Rendah Kerajaan,2021-01-01,46
Sarawak,Betong,primary,Sekolah Rendah Kerajaan,2022-01-01,46
Sarawak,Betong,secondary,Sekolah Menengah Kerajaan,2017-01-01,8
Sarawak,Betong,secondary,Sekolah Menengah Kerajaan,2018-01-01,8
Sarawak,Betong,secondary,Sekolah Menengah Kerajaan,2019-01-01,8
Sarawak,Betong,secondary,Sekolah Menengah Kerajaan,2020-01-01,8
Sarawak,Betong,secondary,Sekolah Menengah Kerajaan,2021-01-01,8
Sarawak,Betong,secondary,Sekolah Menengah Kerajaan,2022-01-01,8
Sarawak,Betong,tertiary,IPTA,2017-01-01,0
Sarawak,Betong,tertiary,IPTA,2018-01-01,0
Sarawak,Betong,tertiary,IPTA,2019-01-01,0
Sarawak,Betong,tertiary,IPTA,2020-01-01,0
Sarawak,Betong,tertiary,IPTA,2021-01-01,0
Sarawak,Betong,tertiary,IPTA,2022-01-01,0
Sarawak,Bintulu,primary,Sekolah Rendah Kerajaan,2017-01-01,25
Sarawak,Bintulu,primary,Sekolah Rendah Kerajaan,2018-01-01,30
Sarawak,Bintulu,primary,Sekolah Rendah Kerajaan,2019-01-01,30
Sarawak,Bintulu,primary,Sekolah Rendah Kerajaan,2020-01-01,30
Sarawak,Bintulu,primary,Sekolah Rendah Kerajaan,2021-01-01,30
Sarawak,Bintulu,primary,Sekolah Rendah Kerajaan,2022-01-01,30
Sarawak,Bintulu,secondary,Sekolah Menengah Kerajaan,2017-01-01,7
Sarawak,Bintulu,secondary,Sekolah Menengah Kerajaan,2018-01-01,7
Sarawak,Bintulu,secondary,Sekolah Menengah Kerajaan,2019-01-01,7
Sarawak,Bintulu,secondary,Sekolah Menengah Kerajaan,2020-01-01,7
Sarawak,Bintulu,secondary,Sekolah Menengah Kerajaan,2021-01-01,7
Sarawak,Bintulu,secondary,Sekolah Menengah Kerajaan,2022-01-01,7
Sarawak,Bintulu,tertiary,IPTA,2017-01-01,0
Sarawak,Bintulu,tertiary,IPTA,2018-01-01,0
Sarawak,Bintulu,tertiary,IPTA,2019-01-01,0
Sarawak,Bintulu,tertiary,IPTA,2020-01-01,0
Sarawak,Bintulu,tertiary,IPTA,2021-01-01,0
Sarawak,Bintulu,tertiary,IPTA,2022-01-01,0
Sarawak,Dalat,primary,Sekolah Rendah Kerajaan,2017-01-01,41
Sarawak,Dalat,primary,Sekolah Rendah Kerajaan,2018-01-01,25
Sarawak,Dalat,primary,Sekolah Rendah Kerajaan,2019-01-01,25
Sarawak,Dalat,primary,Sekolah Rendah Kerajaan,2020-01-01,25
Sarawak,Dalat,primary,Sekolah Rendah Kerajaan,2021-01-01,25
Sarawak,Dalat,primary,Sekolah Rendah Kerajaan,2022-01-01,25
Sarawak,Dalat,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Dalat,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Dalat,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Dalat,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Dalat,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Dalat,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Dalat,tertiary,IPTA,2017-01-01,0
Sarawak,Dalat,tertiary,IPTA,2018-01-01,0
Sarawak,Dalat,tertiary,IPTA,2019-01-01,0
Sarawak,Dalat,tertiary,IPTA,2020-01-01,0
Sarawak,Dalat,tertiary,IPTA,2021-01-01,0
Sarawak,Dalat,tertiary,IPTA,2022-01-01,0
Sarawak,Daro,primary,Sekolah Rendah Kerajaan,2017-01-01,25
Sarawak,Daro,primary,Sekolah Rendah Kerajaan,2018-01-01,41
Sarawak,Daro,primary,Sekolah Rendah Kerajaan,2019-01-01,41
Sarawak,Daro,primary,Sekolah Rendah Kerajaan,2020-01-01,41
Sarawak,Daro,primary,Sekolah Rendah Kerajaan,2021-01-01,41
Sarawak,Daro,primary,Sekolah Rendah Kerajaan,2022-01-01,41
Sarawak,Daro,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Daro,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sarawak,Daro,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sarawak,Daro,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sarawak,Daro,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sarawak,Daro,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sarawak,Daro,tertiary,IPTA,2017-01-01,0
Sarawak,Daro,tertiary,IPTA,2018-01-01,0
Sarawak,Daro,tertiary,IPTA,2019-01-01,0
Sarawak,Daro,tertiary,IPTA,2020-01-01,0
Sarawak,Daro,tertiary,IPTA,2021-01-01,0
Sarawak,Daro,tertiary,IPTA,2022-01-01,0
Sarawak,Julau,primary,Sekolah Rendah Kerajaan,2017-01-01,34
Sarawak,Julau,primary,Sekolah Rendah Kerajaan,2018-01-01,34
Sarawak,Julau,primary,Sekolah Rendah Kerajaan,2019-01-01,34
Sarawak,Julau,primary,Sekolah Rendah Kerajaan,2020-01-01,34
Sarawak,Julau,primary,Sekolah Rendah Kerajaan,2021-01-01,34
Sarawak,Julau,primary,Sekolah Rendah Kerajaan,2022-01-01,34
Sarawak,Julau,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sarawak,Julau,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sarawak,Julau,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sarawak,Julau,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sarawak,Julau,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sarawak,Julau,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sarawak,Julau,tertiary,IPTA,2017-01-01,0
Sarawak,Julau,tertiary,IPTA,2018-01-01,0
Sarawak,Julau,tertiary,IPTA,2019-01-01,0
Sarawak,Julau,tertiary,IPTA,2020-01-01,0
Sarawak,Julau,tertiary,IPTA,2021-01-01,0
Sarawak,Julau,tertiary,IPTA,2022-01-01,0
Sarawak,Kabong,primary,Sekolah Rendah Kerajaan,2018-01-01,4
Sarawak,Kabong,primary,Sekolah Rendah Kerajaan,2019-01-01,4
Sarawak,Kabong,primary,Sekolah Rendah Kerajaan,2020-01-01,4
Sarawak,Kabong,primary,Sekolah Rendah Kerajaan,2021-01-01,4
Sarawak,Kabong,primary,Sekolah Rendah Kerajaan,2022-01-01,4
Sarawak,Kabong,secondary,Sekolah Menengah Kerajaan,2018-01-01,1
Sarawak,Kabong,secondary,Sekolah Menengah Kerajaan,2019-01-01,1
Sarawak,Kabong,secondary,Sekolah Menengah Kerajaan,2020-01-01,1
Sarawak,Kabong,secondary,Sekolah Menengah Kerajaan,2021-01-01,1
Sarawak,Kabong,secondary,Sekolah Menengah Kerajaan,2022-01-01,1
Sarawak,Kabong,tertiary,IPTA,2017-01-01,0
Sarawak,Kabong,tertiary,IPTA,2018-01-01,0
Sarawak,Kabong,tertiary,IPTA,2019-01-01,0
Sarawak,Kabong,tertiary,IPTA,2020-01-01,0
Sarawak,Kabong,tertiary,IPTA,2021-01-01,0
Sarawak,Kabong,tertiary,IPTA,2022-01-01,0
Sarawak,Kanowit,primary,Sekolah Rendah Kerajaan,2017-01-01,35
Sarawak,Kanowit,primary,Sekolah Rendah Kerajaan,2018-01-01,35
Sarawak,Kanowit,primary,Sekolah Rendah Kerajaan,2019-01-01,35
Sarawak,Kanowit,primary,Sekolah Rendah Kerajaan,2020-01-01,35
Sarawak,Kanowit,primary,Sekolah Rendah Kerajaan,2021-01-01,35
Sarawak,Kanowit,primary,Sekolah Rendah Kerajaan,2022-01-01,35
Sarawak,Kanowit,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sarawak,Kanowit,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sarawak,Kanowit,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sarawak,Kanowit,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sarawak,Kanowit,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sarawak,Kanowit,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sarawak,Kanowit,tertiary,IPTA,2017-01-01,0
Sarawak,Kanowit,tertiary,IPTA,2018-01-01,0
Sarawak,Kanowit,tertiary,IPTA,2019-01-01,0
Sarawak,Kanowit,tertiary,IPTA,2020-01-01,0
Sarawak,Kanowit,tertiary,IPTA,2021-01-01,0
Sarawak,Kanowit,tertiary,IPTA,2022-01-01,0
Sarawak,Kapit,primary,Sekolah Rendah Kerajaan,2017-01-01,45
Sarawak,Kapit,primary,Sekolah Rendah Kerajaan,2018-01-01,46
Sarawak,Kapit,primary,Sekolah Rendah Kerajaan,2019-01-01,46
Sarawak,Kapit,primary,Sekolah Rendah Kerajaan,2020-01-01,46
Sarawak,Kapit,primary,Sekolah Rendah Kerajaan,2021-01-01,46
Sarawak,Kapit,primary,Sekolah Rendah Kerajaan,2022-01-01,46
Sarawak,Kapit,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Kapit,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Kapit,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Kapit,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Kapit,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Kapit,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Kapit,tertiary,IPTA,2017-01-01,0
Sarawak,Kapit,tertiary,IPTA,2018-01-01,0
Sarawak,Kapit,tertiary,IPTA,2019-01-01,0
Sarawak,Kapit,tertiary,IPTA,2020-01-01,0
Sarawak,Kapit,tertiary,IPTA,2021-01-01,0
Sarawak,Kapit,tertiary,IPTA,2022-01-01,0
Sarawak,Kuching,primary,Sekolah Rendah Kerajaan,2017-01-01,147
Sarawak,Kuching,primary,Sekolah Rendah Kerajaan,2018-01-01,147
Sarawak,Kuching,primary,Sekolah Rendah Kerajaan,2019-01-01,147
Sarawak,Kuching,primary,Sekolah Rendah Kerajaan,2020-01-01,147
Sarawak,Kuching,primary,Sekolah Rendah Kerajaan,2021-01-01,146
Sarawak,Kuching,primary,Sekolah Rendah Kerajaan,2022-01-01,146
Sarawak,Kuching,secondary,Sekolah Menengah Kerajaan,2017-01-01,41
Sarawak,Kuching,secondary,Sekolah Menengah Kerajaan,2018-01-01,41
Sarawak,Kuching,secondary,Sekolah Menengah Kerajaan,2019-01-01,41
Sarawak,Kuching,secondary,Sekolah Menengah Kerajaan,2020-01-01,41
Sarawak,Kuching,secondary,Sekolah Menengah Kerajaan,2021-01-01,41
Sarawak,Kuching,secondary,Sekolah Menengah Kerajaan,2022-01-01,41
Sarawak,Kuching,tertiary,IPTA,2017-01-01,1
Sarawak,Kuching,tertiary,IPTA,2018-01-01,1
